# h loading Love number for a Heaviside load
# Computed by ISSM on 19-Mar-2026 11:27:51
#
#   n         h_n(t)
    1  -1.017484e+00  -1.017542e+00  -1.017568e+00  -1.017606e+00  -1.017661e+00  -1.017741e+00  -1.017857e+00  -1.018025e+00  -1.018269e+00  -1.018624e+00  -1.019137e+00  -1.019882e+00  -1.020956e+00  -1.022511e+00  -1.024749e+00  -1.027961e+00  -1.032545e+00  -1.039039e+00  -1.048140e+00  -1.060692e+00  -1.077626e+00  -1.099736e+00  -1.127277e+00  -1.159328e+00  -1.193144e+00  -1.224194e+00  -1.247726e+00  -1.261729e+00  -1.268590e+00  -1.272753e+00  -1.277092e+00
    2  -4.539158e-01  -4.549807e-01  -4.554629e-01  -4.561609e-01  -4.571757e-01  -4.586465e-01  -4.607782e-01  -4.638652e-01  -4.683322e-01  -4.747801e-01  -4.840641e-01  -4.973799e-01  -5.163718e-01  -5.432414e-01  -5.808196e-01  -6.325091e-01  -7.019652e-01  -7.922882e-01  -9.046269e-01  -1.036427e+00  -1.180522e+00  -1.327046e+00  -1.468719e+00  -1.604650e+00  -1.735213e+00  -1.852294e+00  -1.940789e+00  -1.992625e+00  -2.015988e+00  -2.027654e+00  -2.039242e+00
    3  -4.605990e-01  -4.618743e-01  -4.624508e-01  -4.632867e-01  -4.645006e-01  -4.662641e-01  -4.688199e-01  -4.725250e-01  -4.778929e-01  -4.856571e-01  -4.968692e-01  -5.130188e-01  -5.361946e-01  -5.692720e-01  -6.161189e-01  -6.817300e-01  -7.721680e-01  -8.940346e-01  -1.053117e+00  -1.251883e+00  -1.486122e+00  -1.742484e+00  -2.000307e+00  -2.239494e+00  -2.448162e+00  -2.619252e+00  -2.743024e+00  -2.815465e+00  -2.851333e+00  -2.875122e+00  -2.903002e+00
    4  -4.530948e-01  -4.544527e-01  -4.550681e-01  -4.559603e-01  -4.572557e-01  -4.591354e-01  -4.618625e-01  -4.658196e-01  -4.715543e-01  -4.798630e-01  -4.918846e-01  -5.092445e-01  -5.342592e-01  -5.701648e-01  -6.214405e-01  -6.941103e-01  -7.959847e-01  -9.365828e-01  -1.126329e+00  -1.374396e+00  -1.684560e+00  -2.049202e+00  -2.443909e+00  -2.828362e+00  -3.158983e+00  -3.407946e+00  -3.571585e+00  -3.664993e+00  -3.716707e+00  -3.758388e+00  -3.809806e+00
    5  -4.692884e-01  -4.707234e-01  -4.713728e-01  -4.723146e-01  -4.736830e-01  -4.756696e-01  -4.785529e-01  -4.827349e-01  -4.888016e-01  -4.975949e-01  -5.103289e-01  -5.287448e-01  -5.553282e-01  -5.935927e-01  -6.484515e-01  -7.266527e-01  -8.371936e-01  -9.915741e-01  -1.203457e+00  -1.487088e+00  -1.853420e+00  -2.303060e+00  -2.816653e+00  -3.347539e+00  -3.827187e+00  -4.192249e+00  -4.421094e+00  -4.544277e+00  -4.615873e+00  -4.679876e+00  -4.759202e+00
    6  -5.025090e-01  -5.040383e-01  -5.047291e-01  -5.057321e-01  -5.071901e-01  -5.093076e-01  -5.123792e-01  -5.168361e-01  -5.233016e-01  -5.326779e-01  -5.462597e-01  -5.659172e-01  -5.943163e-01  -6.352507e-01  -6.940544e-01  -7.781147e-01  -8.974329e-01  -1.065061e+00  -1.297118e+00  -1.611602e+00  -2.024927e+00  -2.544730e+00  -3.158347e+00  -3.820281e+00  -4.449531e+00  -4.953349e+00  -5.278984e+00  -5.452213e+00  -5.550385e+00  -5.638761e+00  -5.746959e+00
    7  -5.446110e-01  -5.462442e-01  -5.469828e-01  -5.480562e-01  -5.496126e-01  -5.518741e-01  -5.551558e-01  -5.599185e-01  -5.668286e-01  -5.768501e-01  -5.913710e-01  -6.123932e-01  -6.427832e-01  -6.866190e-01  -7.496621e-01  -8.399263e-01  -9.683455e-01  -1.149386e+00  -1.401254e+00  -1.745063e+00  -2.201671e+00  -2.784554e+00  -3.487368e+00  -4.268198e+00  -5.040680e+00  -5.691549e+00  -6.136817e+00  -6.382839e+00  -6.517750e+00  -6.631411e+00  -6.766515e+00
    8  -5.909918e-01  -5.927332e-01  -5.935197e-01  -5.946643e-01  -5.963256e-01  -5.987347e-01  -6.022373e-01  -6.073170e-01  -6.146830e-01  -6.253738e-01  -6.408657e-01  -6.632965e-01  -6.957337e-01  -7.425502e-01  -8.099242e-01  -9.064936e-01  -1.044101e+00  -1.238528e+00  -1.509927e+00  -1.882200e+00  -2.380142e+00  -3.022410e+00  -3.808540e+00  -4.701056e+00  -5.611754e+00  -6.412880e+00  -6.992380e+00  -7.330046e+00  -7.512633e+00  -7.652395e+00  -7.810569e+00
    9  -6.392934e-01  -6.411410e-01  -6.419776e-01  -6.431931e-01  -6.449576e-01  -6.475175e-01  -6.512354e-01  -6.566301e-01  -6.644572e-01  -6.758130e-01  -6.922698e-01  -7.161039e-01  -7.505792e-01  -8.003545e-01  -8.720288e-01  -9.748396e-01  -1.121510e+00  -1.329100e+00  -1.619594e+00  -2.019525e+00  -2.557353e+00  -3.256579e+00  -4.122428e+00  -5.122306e+00  -6.168180e+00  -7.121544e+00  -7.845135e+00  -8.288801e+00  -8.528796e+00  -8.706013e+00  -8.872112e+00
   10  -6.882613e-01  -6.902161e-01  -6.910989e-01  -6.923838e-01  -6.942467e-01  -6.969549e-01  -7.008831e-01  -7.065883e-01  -7.148647e-01  -7.268622e-01  -7.442690e-01  -7.694782e-01  -8.059432e-01  -8.586074e-01  -9.344818e-01  -1.043383e+00  -1.198885e+00  -1.419283e+00  -1.728318e+00  -2.155051e+00  -2.731449e+00  -3.485685e+00  -4.428605e+00  -5.532876e+00  -6.711969e+00  -7.819086e+00  -8.693866e+00  -9.254476e+00  -9.560033e+00  -9.754355e+00  -9.944947e+00
   11  -7.371573e-01  -7.392139e-01  -7.401446e-01  -7.414955e-01  -7.434565e-01  -7.463022e-01  -7.504392e-01  -7.564399e-01  -7.651513e-01  -7.777869e-01  -7.961023e-01  -8.226359e-01  -8.610291e-01  -9.164882e-01  -9.964205e-01  -1.111208e+00  -1.275253e+00  -1.508027e+00  -1.834983e+00  -2.287607e+00  -2.901280e+00  -3.708735e+00  -4.726441e+00  -5.932655e+00  -7.243321e+00  -8.505148e+00  -9.536354e+00  -1.022243e+01  -1.060050e+01  -1.082341e+01  -1.102389e+01
   12  -7.854923e-01  -7.876476e-01  -7.886220e-01  -7.900377e-01  -7.920923e-01  -7.950736e-01  -7.994103e-01  -8.056982e-01  -8.148226e-01  -8.280605e-01  -8.472535e-01  -8.750641e-01  -9.153100e-01  -9.734596e-01  -1.057286e+00  -1.177735e+00  -1.349986e+00  -1.594656e+00  -1.938850e+00  -2.416402e+00  -3.066009e+00  -3.924902e+00  -5.015177e+00  -6.320966e+00  -7.761441e+00  -9.178262e+00  -1.036963e+01  -1.118799e+01  -1.164471e+01  -1.189756e+01  -1.210473e+01
   13  -8.329094e-01  -8.351575e-01  -8.361769e-01  -8.376524e-01  -8.397979e-01  -8.429081e-01  -8.474328e-01  -8.539934e-01  -8.635154e-01  -8.773337e-01  -8.973642e-01  -9.263933e-01  -9.684034e-01  -1.029119e+00  -1.116674e+00  -1.242526e+00  -1.422628e+00  -1.678680e+00  -2.039381e+00  -2.540840e+00  -3.224968e+00  -4.133438e+00  -5.293980e+00  -6.696814e+00  -8.265008e+00  -9.836320e+00  -1.119037e+01  -1.214657e+01  -1.268770e+01  -1.297243e+01  -1.318410e+01
