# k loading Love number for a Heaviside load
# Computed by ISSM on 19-Mar-2026 11:30:39
#
#   n         k_n(t)
    1  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00
    2  -3.121890e-01  -3.123929e-01  -3.124540e-01  -3.126420e-01  -3.128182e-01  -3.131231e-01  -3.134478e-01  -3.140005e-01  -3.146980e-01  -3.157915e-01  -3.172506e-01  -3.192066e-01  -3.220098e-01  -3.255778e-01  -3.298928e-01  -3.355450e-01  -3.419667e-01  -3.490223e-01  -3.568958e-01  -3.651081e-01  -3.735814e-01  -3.820765e-01  -3.904280e-01  -3.982883e-01  -4.052812e-01  -4.112677e-01  -4.160738e-01  -4.197976e-01  -4.228814e-01  -4.258674e-01  -4.295153e-01  -4.345228e-01  -4.415434e-01  -4.514026e-01  -4.650868e-01  -4.838259e-01  -5.089550e-01  -5.417201e-01  -5.828045e-01  -6.315216e-01  -6.857868e-01  -7.417006e-01  -7.939972e-01  -8.402023e-01  -8.801634e-01  -9.141293e-01  -9.403983e-01  -9.568938e-01  -9.646086e-01  -9.674969e-01  -9.690946e-01
    3  -2.030339e-01  -2.032056e-01  -2.032570e-01  -2.034153e-01  -2.035636e-01  -2.038204e-01  -2.040940e-01  -2.045598e-01  -2.051480e-01  -2.060707e-01  -2.073031e-01  -2.089582e-01  -2.113346e-01  -2.143683e-01  -2.180551e-01  -2.229108e-01  -2.284723e-01  -2.346488e-01  -2.416206e-01  -2.489920e-01  -2.567099e-01  -2.645712e-01  -2.724226e-01  -2.799371e-01  -2.867418e-01  -2.926596e-01  -2.974766e-01  -3.012428e-01  -3.043595e-01  -3.073480e-01  -3.109731e-01  -3.159516e-01  -3.229581e-01  -3.328653e-01  -3.467477e-01  -3.660241e-01  -3.923491e-01  -4.276082e-01  -4.734644e-01  -5.305845e-01  -5.982690e-01  -6.730531e-01  -7.476295e-01  -8.146362e-01  -8.686204e-01  -9.085076e-01  -9.358566e-01  -9.521793e-01  -9.598685e-01  -9.630379e-01  -9.652400e-01
    4  -1.370012e-01  -1.371396e-01  -1.371811e-01  -1.373087e-01  -1.374283e-01  -1.376354e-01  -1.378561e-01  -1.382320e-01  -1.387066e-01  -1.394517e-01  -1.404475e-01  -1.417862e-01  -1.437108e-01  -1.461724e-01  -1.491735e-01  -1.531398e-01  -1.577060e-01  -1.628122e-01  -1.686179e-01  -1.748098e-01  -1.813534e-01  -1.880865e-01  -1.948800e-01  -2.014533e-01  -2.074749e-01  -2.127667e-01  -2.171140e-01  -2.205328e-01  -2.233587e-01  -2.260470e-01  -2.292888e-01  -2.337409e-01  -2.400229e-01  -2.489494e-01  -2.615423e-01  -2.791892e-01  -3.036372e-01  -3.370023e-01  -3.815657e-01  -4.393068e-01  -5.107831e-01  -5.949758e-01  -6.854571e-01  -7.729601e-01  -8.464385e-01  -8.986093e-01  -9.298218e-01  -9.458806e-01  -9.531239e-01  -9.564784e-01  -9.592043e-01
    5  -1.049523e-01  -1.050691e-01  -1.051040e-01  -1.052116e-01  -1.053125e-01  -1.054872e-01  -1.056733e-01  -1.059903e-01  -1.063907e-01  -1.070194e-01  -1.078599e-01  -1.089906e-01  -1.106170e-01  -1.126991e-01  -1.152415e-01  -1.186072e-01  -1.224920e-01  -1.268506e-01  -1.318239e-01  -1.371504e-01  -1.428051e-01  -1.486524e-01  -1.545815e-01  -1.603491e-01  -1.656623e-01  -1.703548e-01  -1.742259e-01  -1.772757e-01  -1.797904e-01  -1.821669e-01  -1.850200e-01  -1.889365e-01  -1.944703e-01  -2.023548e-01  -2.135194e-01  -2.292475e-01  -2.512017e-01  -2.814828e-01  -3.225356e-01  -3.768454e-01  -4.460379e-01  -5.307140e-01  -6.264902e-01  -7.251511e-01  -8.140003e-01  -8.807568e-01  -9.206655e-01  -9.392476e-01  -9.465734e-01  -9.500313e-01  -9.530664e-01
    6  -8.875116e-02  -8.885469e-02  -8.888568e-02  -8.898116e-02  -8.907065e-02  -8.922556e-02  -8.939069e-02  -8.967192e-02  -9.002719e-02  -9.058504e-02  -9.133093e-02  -9.233460e-02  -9.377876e-02  -9.562841e-02  -9.788863e-02  -1.008833e-01  -1.043440e-01  -1.082329e-01  -1.126779e-01  -1.174482e-01  -1.225234e-01  -1.277838e-01  -1.331305e-01  -1.383446e-01  -1.431602e-01  -1.474223e-01  -1.509434e-01  -1.537165e-01  -1.559952e-01  -1.581360e-01  -1.606960e-01  -1.642084e-01  -1.691743e-01  -1.762603e-01  -1.863146e-01  -2.005200e-01  -2.204311e-01  -2.480561e-01  -2.858220e-01  -3.363744e-01  -4.020434e-01  -4.838236e-01  -5.795162e-01  -6.823541e-01  -7.801987e-01  -8.587258e-01  -9.088035e-01  -9.327595e-01  -9.416061e-01  -9.454134e-01  -9.487465e-01
    7  -7.958037e-02  -7.967541e-02  -7.970386e-02  -7.979152e-02  -7.987367e-02  -8.001589e-02  -8.016749e-02  -8.042569e-02  -8.075187e-02  -8.126409e-02  -8.194901e-02  -8.287078e-02  -8.419730e-02  -8.589666e-02  -8.797403e-02  -9.072762e-02  -9.391168e-02  -9.749273e-02  -1.015894e-01  -1.059906e-01  -1.106782e-01  -1.155428e-01  -1.204931e-01  -1.253266e-01  -1.297961e-01  -1.337553e-01  -1.370267e-01  -1.395997e-01  -1.417060e-01  -1.436736e-01  -1.460181e-01  -1.492327e-01  -1.537791e-01  -1.602723e-01  -1.694970e-01  -1.825534e-01  -2.009004e-01  -2.264474e-01  -2.615530e-01  -3.088897e-01  -3.710230e-01  -4.495433e-01  -5.433393e-01  -6.470907e-01  -7.498144e-01  -8.368013e-01  -8.961861e-01  -9.267731e-01  -9.384930e-01  -9.431438e-01  -9.469230e-01
    8  -7.374544e-02  -7.383458e-02  -7.386127e-02  -7.394348e-02  -7.402054e-02  -7.415393e-02  -7.429613e-02  -7.453832e-02  -7.484428e-02  -7.532476e-02  -7.596727e-02  -7.683203e-02  -7.807662e-02  -7.967124e-02  -8.162101e-02  -8.420609e-02  -8.719637e-02  -9.056108e-02  -9.441226e-02  -9.855206e-02  -1.029642e-01  -1.075459e-01  -1.122116e-01  -1.167702e-01  -1.209880e-01  -1.247251e-01  -1.278120e-01  -1.303182e-01  -1.322117e-01  -1.340474e-01  -1.362275e-01  -1.392144e-01  -1.434395e-01  -1.494778e-01  -1.580633e-01  -1.702299e-01  -1.873563e-01  -2.112632e-01  -2.442325e-01  -2.889160e-01  -3.479962e-01  -4.234398e-01  -5.149094e-01  -6.182489e-01  -7.236747e-01  -8.167917e-01  -8.841526e-01  -9.215319e-01  -9.369175e-01  -9.428542e-01  -9.471821e-01
    9  -6.966083e-02  -6.974560e-02  -6.977098e-02  -6.984916e-02  -6.992243e-02  -7.004928e-02  -7.018450e-02  -7.041480e-02  -7.070575e-02  -7.116267e-02  -7.177369e-02  -7.259612e-02  -7.377984e-02  -7.529660e-02  -7.715144e-02  -7.961104e-02  -8.245683e-02  -8.565993e-02  -8.932733e-02  -9.327107e-02  -9.747592e-02  -1.018443e-01  -1.062946e-01  -1.106442e-01  -1.146700e-01  -1.182368e-01  -1.211812e-01  -1.235674e-01  -1.253623e-01  -1.270936e-01  -1.291428e-01  -1.319483e-01  -1.359172e-01  -1.415920e-01  -1.496658e-01  -1.611179e-01  -1.772598e-01  -1.998347e-01  -2.310517e-01  -2.735254e-01  -3.299988e-01  -4.026944e-01  -4.918549e-01  -5.942642e-01  -7.012470e-01  -7.989883e-01  -8.731468e-01  -9.170242e-01  -9.364095e-01  -9.438987e-01  -9.487810e-01
   10  -6.659043e-02  -6.667178e-02  -6.669613e-02  -6.677116e-02  -6.684148e-02  -6.696322e-02  -6.709298e-02  -6.731401e-02  -6.759323e-02  -6.803175e-02  -6.861818e-02  -6.940752e-02  -7.054368e-02  -7.199959e-02  -7.378017e-02  -7.614159e-02  -7.887423e-02  -8.195062e-02  -8.547377e-02  -8.926340e-02  -9.330508e-02  -9.750524e-02  -1.017852e-01  -1.059695e-01  -1.098426e-01  -1.132737e-01  -1.161041e-01  -1.183174e-01  -1.201082e-01  -1.217538e-01  -1.236953e-01  -1.263513e-01  -1.301088e-01  -1.354834e-01  -1.431341e-01  -1.539942e-01  -1.693178e-01  -1.907811e-01  -2.205260e-01  -2.611248e-01  -3.153513e-01  -3.856129e-01  -4.726045e-01  -5.738872e-01  -6.817754e-01  -7.831326e-01  -8.631310e-01  -9.130656e-01  -9.365106e-01  -9.456695e-01  -9.510382e-01
