# h loading Love number for a Heaviside load
# Computed by ISSM on 19-Mar-2026 11:30:39
#
#   n         h_n(t)
    1  -1.252810e+00  -1.252841e+00  -1.252850e+00  -1.252879e+00  -1.252906e+00  -1.252953e+00  -1.253003e+00  -1.253088e+00  -1.253195e+00  -1.253363e+00  -1.253587e+00  -1.253887e+00  -1.254318e+00  -1.254867e+00  -1.255532e+00  -1.256403e+00  -1.257396e+00  -1.258492e+00  -1.259720e+00  -1.261009e+00  -1.262351e+00  -1.263710e+00  -1.265063e+00  -1.266354e+00  -1.267520e+00  -1.268532e+00  -1.269351e+00  -1.269982e+00  -1.270489e+00  -1.270956e+00  -1.271510e+00  -1.272268e+00  -1.273338e+00  -1.274864e+00  -1.277026e+00  -1.280077e+00  -1.284344e+00  -1.290255e+00  -1.298331e+00  -1.309166e+00  -1.323367e+00  -1.341425e+00  -1.363420e+00  -1.388739e+00  -1.415521e+00  -1.440544e+00  -1.460094e+00  -1.471982e+00  -1.477201e+00  -1.478945e+00  -1.479867e+00
    2  -9.616526e-01  -9.620618e-01  -9.621842e-01  -9.625614e-01  -9.629148e-01  -9.635266e-01  -9.641779e-01  -9.652867e-01  -9.666858e-01  -9.688790e-01  -9.718055e-01  -9.757276e-01  -9.813478e-01  -9.884995e-01  -9.971448e-01  -1.008465e+00  -1.021318e+00  -1.035432e+00  -1.051173e+00  -1.067585e+00  -1.084516e+00  -1.101491e+00  -1.118186e+00  -1.133910e+00  -1.147912e+00  -1.159911e+00  -1.169554e+00  -1.177026e+00  -1.183205e+00  -1.189170e+00  -1.196444e+00  -1.206428e+00  -1.220433e+00  -1.240121e+00  -1.267488e+00  -1.305048e+00  -1.355586e+00  -1.421821e+00  -1.505546e+00  -1.606116e+00  -1.720493e+00  -1.842321e+00  -1.962310e+00  -2.075696e+00  -2.180301e+00  -2.272762e+00  -2.345348e+00  -2.391348e+00  -2.413492e+00  -2.422866e+00  -2.429497e+00
    3  -1.024664e+00  -1.025201e+00  -1.025361e+00  -1.025856e+00  -1.026320e+00  -1.027122e+00  -1.027977e+00  -1.029432e+00  -1.031269e+00  -1.034151e+00  -1.037998e+00  -1.043162e+00  -1.050571e+00  -1.060020e+00  -1.071485e+00  -1.086558e+00  -1.103779e+00  -1.122845e+00  -1.144300e+00  -1.166909e+00  -1.190506e+00  -1.214468e+00  -1.238336e+00  -1.261124e+00  -1.281710e+00  -1.299581e+00  -1.314104e+00  -1.325441e+00  -1.334810e+00  -1.343785e+00  -1.354668e+00  -1.369610e+00  -1.390637e+00  -1.420364e+00  -1.462010e+00  -1.519802e+00  -1.598772e+00  -1.704506e+00  -1.842082e+00  -2.013704e+00  -2.217829e+00  -2.445161e+00  -2.675410e+00  -2.888032e+00  -3.066587e+00  -3.205074e+00  -3.303858e+00  -3.364666e+00  -3.395269e+00  -3.410946e+00  -3.425170e+00
    4  -1.020277e+00  -1.020880e+00  -1.021060e+00  -1.021615e+00  -1.022135e+00  -1.023036e+00  -1.023996e+00  -1.025630e+00  -1.027693e+00  -1.030930e+00  -1.035254e+00  -1.041061e+00  -1.049403e+00  -1.060055e+00  -1.073011e+00  -1.090087e+00  -1.109673e+00  -1.131469e+00  -1.156136e+00  -1.182308e+00  -1.209828e+00  -1.238005e+00  -1.266308e+00  -1.293577e+00  -1.318453e+00  -1.340237e+00  -1.358078e+00  -1.372068e+00  -1.383609e+00  -1.394577e+00  -1.407802e+00  -1.425959e+00  -1.451569e+00  -1.487934e+00  -1.539191e+00  -1.610933e+00  -1.710169e+00  -1.845332e+00  -2.025443e+00  -2.258251e+00  -2.545860e+00  -2.884510e+00  -3.249335e+00  -3.604865e+00  -3.908182e+00  -4.129629e+00  -4.267968e+00  -4.343798e+00  -4.382481e+00  -4.406227e+00  -4.430816e+00
    5  -1.041455e+00  -1.042107e+00  -1.042302e+00  -1.042904e+00  -1.043468e+00  -1.044443e+00  -1.045483e+00  -1.047254e+00  -1.049490e+00  -1.052998e+00  -1.057686e+00  -1.063986e+00  -1.073037e+00  -1.084604e+00  -1.098687e+00  -1.117275e+00  -1.138633e+00  -1.162464e+00  -1.189507e+00  -1.218297e+00  -1.248680e+00  -1.279915e+00  -1.311424e+00  -1.341917e+00  -1.369869e+00  -1.394450e+00  -1.414651e+00  -1.430509e+00  -1.443552e+00  -1.455863e+00  -1.470638e+00  -1.490915e+00  -1.519549e+00  -1.560313e+00  -1.617968e+00  -1.699067e+00  -1.812038e+00  -1.967449e+00  -2.177474e+00  -2.454324e+00  -2.805744e+00  -3.234618e+00  -3.719033e+00  -4.218740e+00  -4.671255e+00  -5.015514e+00  -5.226964e+00  -5.332153e+00  -5.381795e+00  -5.415064e+00  -5.451843e+00
    6  -1.087978e+00  -1.088684e+00  -1.088895e+00  -1.089546e+00  -1.090155e+00  -1.091211e+00  -1.092336e+00  -1.094252e+00  -1.096671e+00  -1.100468e+00  -1.105541e+00  -1.112360e+00  -1.122160e+00  -1.134689e+00  -1.149952e+00  -1.170111e+00  -1.193299e+00  -1.219206e+00  -1.248649e+00  -1.280049e+00  -1.313251e+00  -1.347457e+00  -1.382035e+00  -1.415577e+00  -1.446394e+00  -1.473548e+00  -1.495890e+00  -1.513418e+00  -1.527780e+00  -1.541253e+00  -1.557358e+00  -1.579446e+00  -1.610659e+00  -1.655157e+00  -1.718220e+00  -1.807177e+00  -1.931597e+00  -2.103744e+00  -2.338290e+00  -2.651036e+00  -3.055677e+00  -3.557813e+00  -4.143943e+00  -4.773506e+00  -5.373730e+00  -5.858503e+00  -6.172814e+00  -6.331183e+00  -6.401538e+00  -6.447094e+00  -6.497968e+00
    7  -1.148010e+00  -1.148774e+00  -1.149002e+00  -1.149706e+00  -1.150366e+00  -1.151508e+00  -1.152725e+00  -1.154798e+00  -1.157415e+00  -1.161523e+00  -1.167013e+00  -1.174393e+00  -1.185001e+00  -1.198565e+00  -1.215097e+00  -1.236942e+00  -1.262086e+00  -1.290203e+00  -1.322189e+00  -1.356338e+00  -1.392490e+00  -1.429784e+00  -1.467531e+00  -1.504196e+00  -1.537925e+00  -1.567672e+00  -1.592153e+00  -1.611332e+00  -1.626988e+00  -1.641588e+00  -1.658977e+00  -1.682810e+00  -1.716499e+00  -1.764573e+00  -1.832790e+00  -1.929191e+00  -2.064371e+00  -2.252090e+00  -2.509190e+00  -2.854546e+00  -3.306048e+00  -3.874569e+00  -4.551862e+00  -5.300183e+00  -6.041703e+00  -6.672102e+00  -7.107559e+00  -7.340992e+00  -7.445531e+00  -7.507889e+00  -7.574650e+00
    8  -1.213792e+00  -1.214616e+00  -1.214862e+00  -1.215622e+00  -1.216334e+00  -1.217567e+00  -1.218880e+00  -1.221117e+00  -1.223941e+00  -1.228375e+00  -1.234301e+00  -1.242268e+00  -1.253720e+00  -1.268368e+00  -1.286227e+00  -1.309831e+00  -1.337016e+00  -1.367435e+00  -1.402063e+00  -1.439065e+00  -1.478271e+00  -1.518751e+00  -1.559761e+00  -1.599628e+00  -1.636334e+00  -1.668719e+00  -1.695367e+00  -1.716209e+00  -1.733156e+00  -1.748872e+00  -1.767527e+00  -1.793077e+00  -1.829200e+00  -1.880781e+00  -1.954040e+00  -2.057701e+00  -2.203327e+00  -2.406083e+00  -2.684809e+00  -3.061191e+00  -3.556935e+00  -4.187766e+00  -4.950551e+00  -5.811173e+00  -6.689507e+00  -7.467563e+00  -8.035675e+00  -8.361165e+00  -8.512816e+00  -8.596849e+00  -8.680102e+00
    9  -1.281311e+00  -1.282196e+00  -1.282462e+00  -1.283278e+00  -1.284044e+00  -1.285369e+00  -1.286780e+00  -1.289185e+00  -1.292222e+00  -1.296989e+00  -1.303360e+00  -1.311926e+00  -1.324242e+00  -1.339996e+00  -1.359209e+00  -1.384611e+00  -1.413879e+00  -1.446647e+00  -1.483972e+00  -1.523881e+00  -1.566197e+00  -1.609921e+00  -1.654245e+00  -1.697363e+00  -1.737084e+00  -1.772137e+00  -1.800968e+00  -1.823478e+00  -1.841713e+00  -1.858532e+00  -1.878430e+00  -1.905663e+00  -1.944170e+00  -1.999185e+00  -2.077375e+00  -2.188124e+00  -2.343930e+00  -2.561299e+00  -2.860977e+00  -3.267309e+00  -3.805609e+00  -4.496227e+00  -5.341076e+00  -6.310175e+00  -7.322739e+00  -8.250090e+00  -8.959207e+00  -9.389855e+00  -9.599606e+00  -9.709472e+00  -9.808487e+00
   10  -1.348617e+00  -1.349565e+00  -1.349849e+00  -1.350723e+00  -1.351542e+00  -1.352960e+00  -1.354471e+00  -1.357044e+00  -1.360294e+00  -1.365396e+00  -1.372216e+00  -1.381386e+00  -1.394571e+00  -1.411439e+00  -1.432016e+00  -1.459228e+00  -1.490593e+00  -1.525727e+00  -1.565767e+00  -1.608604e+00  -1.654051e+00  -1.701038e+00  -1.748698e+00  -1.795084e+00  -1.837833e+00  -1.875562e+00  -1.906579e+00  -1.930754e+00  -1.950265e+00  -1.968167e+00  -1.989279e+00  -2.018152e+00  -2.058980e+00  -2.117338e+00  -2.200325e+00  -2.317968e+00  -2.483666e+00  -2.715221e+00  -3.035214e+00  -3.470551e+00  -4.050022e+00  -4.798475e+00  -5.722880e+00  -6.797765e+00  -7.942878e+00  -9.020952e+00  -9.877550e+00  -1.042382e+01  -1.070080e+01  -1.083976e+01  -1.095281e+01
