# k loading Love number for a Heaviside load
# Computed by ISSM on 19-Mar-2026 11:27:51
#
#   n         k_n(t)
    1  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00  -1.000000e+00
    2  -2.439832e-01  -2.445424e-01  -2.447958e-01  -2.451625e-01  -2.456954e-01  -2.464683e-01  -2.475875e-01  -2.492085e-01  -2.515534e-01  -2.549370e-01  -2.598057e-01  -2.667833e-01  -2.767230e-01  -2.907610e-01  -3.103430e-01  -3.371731e-01  -3.730140e-01  -4.192044e-01  -4.758516e-01  -5.408427e-01  -6.093832e-01  -6.752378e-01  -7.340334e-01  -7.858986e-01  -8.330551e-01  -8.743241e-01  -9.048270e-01  -9.216618e-01  -9.277215e-01  -9.290045e-01  -9.295988e-01
    3  -1.637989e-01  -1.642480e-01  -1.644511e-01  -1.647455e-01  -1.651731e-01  -1.657938e-01  -1.666941e-01  -1.679987e-01  -1.698887e-01  -1.726214e-01  -1.765665e-01  -1.822471e-01  -1.903934e-01  -2.020098e-01  -2.184392e-01  -2.414040e-01  -2.729652e-01  -3.153082e-01  -3.702171e-01  -4.381329e-01  -5.169274e-01  -6.010898e-01  -6.826526e-01  -7.545209e-01  -8.137049e-01  -8.599951e-01  -8.922093e-01  -9.097136e-01  -9.164749e-01  -9.189730e-01  -9.212495e-01
    4  -1.173858e-01  -1.177381e-01  -1.178973e-01  -1.181287e-01  -1.184644e-01  -1.189520e-01  -1.196591e-01  -1.206847e-01  -1.221714e-01  -1.243250e-01  -1.274407e-01  -1.319388e-01  -1.384185e-01  -1.477156e-01  -1.609848e-01  -1.797737e-01  -2.060790e-01  -2.423141e-01  -2.910763e-01  -3.545541e-01  -4.334093e-01  -5.252013e-01  -6.230575e-01  -7.161696e-01  -7.935214e-01  -8.490901e-01  -8.834775e-01  -9.012218e-01  -9.087654e-01  -9.126228e-01  -9.165872e-01
    5  -9.472965e-02  -9.502150e-02  -9.515346e-02  -9.534498e-02  -9.562335e-02  -9.602735e-02  -9.661349e-02  -9.746380e-02  -9.869769e-02  -1.004856e-01  -1.030747e-01  -1.068186e-01  -1.122225e-01  -1.199999e-01  -1.311476e-01  -1.470330e-01  -1.694764e-01  -2.007968e-01  -2.437334e-01  -3.011081e-01  -3.750137e-01  -4.653530e-01  -5.678835e-01  -6.728015e-01  -7.660458e-01  -8.350424e-01  -8.760558e-01  -8.956418e-01  -9.041734e-01  -9.093819e-01  -9.149465e-01
    6  -8.279901e-02  -8.305379e-02  -8.316905e-02  -8.333624e-02  -8.357921e-02  -8.393200e-02  -8.444409e-02  -8.518682e-02  -8.626410e-02  -8.782670e-02  -9.009011e-02  -9.336604e-02  -9.809860e-02  -1.049199e-01  -1.147179e-01  -1.287237e-01  -1.486013e-01  -1.765197e-01  -2.151542e-01  -2.674790e-01  -3.361797e-01  -4.224370e-01  -5.239943e-01  -6.330723e-01  -7.359707e-01  -8.171117e-01  -8.676880e-01  -8.918919e-01  -9.021409e-01  -9.085725e-01  -9.155079e-01
    7  -7.566199e-02  -7.589203e-02  -7.599617e-02  -7.614714e-02  -7.636668e-02  -7.668514e-02  -7.714734e-02  -7.781824e-02  -7.879148e-02  -8.020321e-02  -8.224890e-02  -8.520991e-02  -8.949069e-02  -9.566591e-02  -1.045469e-01  -1.172633e-01  -1.353553e-01  -1.608617e-01  -1.963469e-01  -2.447809e-01  -3.090917e-01  -3.911502e-01  -4.900052e-01  -5.996466e-01  -7.077250e-01  -7.979990e-01  -8.582438e-01  -8.888895e-01  -9.018879e-01  -9.095070e-01  -9.174745e-01
    8  -7.087697e-02  -7.108901e-02  -7.118485e-02  -7.132407e-02  -7.152643e-02  -7.181997e-02  -7.224644e-02  -7.286484e-02  -7.376164e-02  -7.506367e-02  -7.695015e-02  -7.968158e-02  -8.363181e-02  -8.933361e-02  -9.753944e-02  -1.093024e-01  -1.260662e-01  -1.497562e-01  -1.828306e-01  -2.282080e-01  -2.889153e-01  -3.672305e-01  -4.630883e-01  -5.718739e-01  -6.826937e-01  -7.796473e-01  -8.485155e-01  -8.861638e-01  -9.026732e-01  -9.115384e-01  -9.201891e-01
    9  -6.738226e-02  -6.758030e-02  -6.766968e-02  -6.779970e-02  -6.798881e-02  -6.826297e-02  -6.866106e-02  -6.923882e-02  -7.007718e-02  -7.129339e-02  -7.305570e-02  -7.560823e-02  -7.930086e-02  -8.463232e-02  -9.231051e-02  -1.033257e-01  -1.190425e-01  -1.412923e-01  -1.724376e-01  -2.153320e-01  -2.730412e-01  -3.481043e-01  -4.410990e-01  -5.485171e-01  -6.608016e-01  -7.627658e-01  -8.390661e-01  -8.835688e-01  -9.039508e-01  -9.141195e-01  -9.231560e-01
   10  -6.466714e-02  -6.485390e-02  -6.493820e-02  -6.506079e-02  -6.523866e-02  -6.549720e-02  -6.587264e-02  -6.641721e-02  -6.720732e-02  -6.835302e-02  -7.001521e-02  -7.242216e-02  -7.590424e-02  -8.093425e-02  -8.818122e-02  -9.858424e-02  -1.134420e-01  -1.345064e-01  -1.640526e-01  -2.048694e-01  -2.600325e-01  -3.322631e-01  -4.226281e-01  -5.285192e-01  -6.415659e-01  -7.474082e-01  -8.300851e-01  -8.810059e-01  -9.053398e-01  -9.168395e-01  -9.260271e-01
